file,geographic_coverage,possible_issue,evidence_categories,mime_type,thumbnail_http_status,commons_file_page
Rhode Island in United States.svg,"Rhode Island, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Rhode_Island_in_United_States.svg
Rhondda Cynon Taf in Wales.svg,"Rhondda Cynon Taf, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Rhondda_Cynon_Taf_in_Wales.svg
Rieti in Italy.svg,"Rieti, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Rieti_in_Italy.svg
Rimini in Italy.svg,"Rimini, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Rimini_in_Italy.svg
Risaralda in Colombia (special marker).svg,"Risaralda, Colombia",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Risaralda_in_Colombia_(special_marker).svg
ROC Claims blank.svg,the Republic of China,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:ROC_Claims_blank.svg
Roma in Italy.svg,"Roma, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Roma_in_Italy.svg
Rovigo in Italy.svg,"Rovigo, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Rovigo_in_Italy.svg
Russia - Tomsk Oblast (2008-01).svg,federal subjects in Russia as of 2008-01,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Russia_-_Tomsk_Oblast_(2008-01).svg
Russia administrative location map and Crimea dashed.svg,Ukraine with some areas removed,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Russia_administrative_location_map_and_Crimea_dashed.svg
Russia administrative location map.svg,Ukraine with some areas removed,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Russia_administrative_location_map.svg
Russia edcp location map - Krasnoyarsk krai.svg,Krasnoyarsk Krai,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Russia_edcp_location_map_-_Krasnoyarsk_krai.svg
Russia in the World.svg,"Russia, the World",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Russia_in_the_World.svg
Russia on the globe (Russia centered).svg,Russia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Russia_on_the_globe_(Russia_centered).svg
Saarland in Germany.svg,"Saarland, Germany",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saarland_in_Germany.svg
Saba in the Kingdom of the Netherlands.svg,"Saba, the Kingdom of the Netherlands",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saba_in_the_Kingdom_of_the_Netherlands.svg
Saga in Japan (extended).svg,"Saga, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saga_in_Japan_(extended).svg
Saga in Japan (narrow).svg,"Saga, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saga_in_Japan_(narrow).svg
Saga in Japan.svg,"Saga, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saga_in_Japan.svg
Saitama in Japan (extended).svg,"Saitama, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saitama_in_Japan_(extended).svg
Saitama in Japan (narrow).svg,"Saitama, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saitama_in_Japan_(narrow).svg
Saitama in Japan.svg,"Saitama, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saitama_in_Japan.svg
Salerno in Italy.svg,"Salerno, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Salerno_in_Italy.svg
Salzburg in Austria.svg,"Salzburg, Austria",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Austria,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Salzburg_in_Austria.svg
Samoa on the globe (Polynesia centered).svg,Samoa,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Samoa_on_the_globe_(Polynesia_centered).svg
Sancti Spiritus in Cuba.svg,"Sancti Spiritus, Cuba",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Cuba maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sancti_Spiritus_in_Cuba.svg
Sangha in Congo.svg,"Sangha, Congo",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sangha_in_Congo.svg
Santiago de Cuba in Cuba.svg,"Santiago de Cuba, Cuba",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Cuba maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Santiago_de_Cuba_in_Cuba.svg
Sardinia in Italy.svg,"Sardinia, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sardinia_in_Italy.svg
"Saskatchewan, Canada.svg",provinces of Canada,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,"https://commons.wikimedia.org/wiki/File:Saskatchewan,_Canada.svg"
Sassari in Italy (2001–2016).svg,"Sassari, Italy (2001–2016)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sassari_in_Italy_(2001%E2%80%932016).svg
Saudi Arabia (orthographic projection).svg,Saudi Arabia,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Saudi_Arabia_(orthographic_projection).svg
Savona in Italy.svg,"Savona, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Savona_in_Italy.svg
Schwerin Land in German Democratic Republic.svg,"Schwerin Land, German Democratic Republic",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Schwerin_Land_in_German_Democratic_Republic.svg
Seoul-teukbyeolsi in South Korea.svg,"Seoul-teukbyeolsi, South Korea",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Seoul-teukbyeolsi_in_South_Korea.svg
Shan State in Myanmar.svg,"Shan State, Myanmar",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shan_State_in_Myanmar.svg
Shansi in Republic of China.svg,"Shansi, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shansi_in_Republic_of_China.svg
Shantung in Republic of China.svg,"Shantung, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shantung_in_Republic_of_China.svg
Shensi in Republic of China.svg,"Shensi, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shensi_in_Republic_of_China.svg
Shiga in Japan (extended).svg,"Shiga, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shiga_in_Japan_(extended).svg
Shiga in Japan (narrow).svg,"Shiga, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shiga_in_Japan_(narrow).svg
Shiga in Japan.svg,"Shiga, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shiga_in_Japan.svg
Shimane in Japan (claimed) (extended).svg,"Shimane, Japan (claimed) (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shimane_in_Japan_(claimed)_(extended).svg
Shimane in Japan (claimed).svg,"Shimane, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shimane_in_Japan_(claimed).svg
Shimane in Japan (de-facto) (extended).svg,"Shimane, Japan (de-facto) (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shimane_in_Japan_(de-facto)_(extended).svg
Shimane in Japan (de-facto) (narrow).svg,"Shimane, Japan (de-facto) (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shimane_in_Japan_(de-facto)_(narrow).svg
Shimane in Japan (de-facto).svg,"Shimane, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shimane_in_Japan_(de-facto).svg
Shizuoka in Japan (extended).svg,"Shizuoka, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shizuoka_in_Japan_(extended).svg
Shizuoka in Japan (narrow).svg,"Shizuoka, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shizuoka_in_Japan_(narrow).svg
Shizuoka in Japan.svg,"Shizuoka, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Shizuoka_in_Japan.svg
Sicily in Italy.svg,"Sicily, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sicily_in_Italy.svg
Siena in Italy.svg,"Siena, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Siena_in_Italy.svg
Sikang in Republic of China.svg,"Sikang, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sikang_in_Republic_of_China.svg
Singapore in its region (special marker).svg,Singapore,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Singapore_in_its_region_(special_marker).svg
Sinkiang in Republic of China.svg,"Sinkiang, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sinkiang_in_Republic_of_China.svg
Siracusa in Italy.svg,"Siracusa, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Siracusa_in_Italy.svg
Soc Trang in Vietnam before 1 July 2025.svg,"Soc Trang, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Soc_Trang_in_Vietnam_before_1_July_2025.svg
Sofala in Mozambique.svg,"Sofala, Mozambique",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sofala_in_Mozambique.svg
Solomon Islands on the globe (Oceania centered).svg,Solomon Islands,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Solomon_Islands_on_the_globe_(Oceania_centered).svg
Somalia in the world (de-jure) (W3).svg,"Somalia, the world (de-jure)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Somalia_in_the_world_(de-jure)_(W3).svg
Somalia on the globe (de-facto) (Africa centered).svg,"Somalia, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Somalia_on_the_globe_(de-facto)_(Africa_centered).svg
Somaliland in the world (W3).svg,"Somaliland, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Somaliland_in_the_world_(W3).svg
Somogy vármegye in Hungary.svg,"Somogy vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Somogy_v%C3%A1rmegye_in_Hungary.svg
Son La in Viet Nam.svg,"Son La, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Son_La_in_Viet_Nam.svg
Son La in Vietnam before 1 July 2025.svg,"Son La, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Son_La_in_Vietnam_before_1_July_2025.svg
Sondrio in Italy.svg,"Sondrio, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sondrio_in_Italy.svg
Sopron vármegye in Hungary.svg,"Sopron vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sopron_v%C3%A1rmegye_in_Hungary.svg
South Africa in its region.svg,South Africa,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Africa_in_its_region.svg
South Africa in the world (W3).svg,"South Africa, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Africa_in_the_world_(W3).svg
South america98.svg,South America with subnational borders,Commons category marks SVG as invalid,Category:Invalid SVG created with Other tools:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_america98.svg
South Carolina in United States (US48).svg,"South Carolina, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Carolina_in_United_States_(US48).svg
South Carolina in United States.svg,"South Carolina, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Carolina_in_United_States.svg
South Dakota in United States (US48).svg,"South Dakota, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Dakota_in_United_States_(US48).svg
South Dakota in United States.svg,"South Dakota, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Dakota_in_United_States.svg
South Korea in its region.svg,South Korea,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Korea_in_its_region.svg
South Korea in the world (W3).svg,"South Korea, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Korea_in_the_world_(W3).svg
South Sudan in the world (claimed) (W3).svg,"South Sudan, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Sudan_in_the_world_(claimed)_(W3).svg
South Tyrol in Italy.svg,"South Tyrol, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:South_Tyrol_in_Italy.svg
Southland in New Zealand.svg,"Southland, New Zealand",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Southland_in_New_Zealand.svg
Spain Georgia Locator.svg,Georgia,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Spain_Georgia_Locator.svg
Spain location map with provinces.svg,provinces of Spain,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Spain_location_map_with_provinces.svg
Spain Venezuela Locator (cropped).svg,Venezuela,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Flags,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Spain_Venezuela_Locator_(cropped).svg
Spanien-Autonome Regionen.svg,autonomous communities of Spain,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Spanien-Autonome_Regionen.svg
Sri Potti Sriramulu Nellore in Andhra Pradesh (India).svg,"Sri Potti Sriramulu Nellore, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sri_Potti_Sriramulu_Nellore_in_Andhra_Pradesh_(India).svg
Sri Sathya Sai in Andhra Pradesh (India).svg,"Sri Sathya Sai, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sri_Sathya_Sai_in_Andhra_Pradesh_(India).svg
Srikakulam in Andhra Pradesh (India).svg,"Srikakulam, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Srikakulam_in_Andhra_Pradesh_(India).svg
Stann Creek in Belize.svg,"Stann Creek, Belize",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Stann_Creek_in_Belize.svg
Steiermark in Austria.svg,"Steiermark, Austria",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Austria,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Steiermark_in_Austria.svg
Sucre in Venezuela (+claimed).svg,"Sucre, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sucre_in_Venezuela_(%2Bclaimed).svg
Sucre in Venezuela.svg,"Sucre, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sucre_in_Venezuela.svg
Sudan 1956-2011 (orthographic projection).svg,former countries of Africa,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sudan_1956-2011_(orthographic_projection).svg
Sudan in the world (de-facto) (W3).svg,"Sudan, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sudan_in_the_world_(de-facto)_(W3).svg
Sudan on the globe (Africa centered) (de-facto).svg,"Sudan, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sudan_on_the_globe_(Africa_centered)_(de-facto).svg
Suiyuan in Republic of China.svg,"Suiyuan, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Suiyuan_in_Republic_of_China.svg
Sungkiang in Republic of China.svg,"Sungkiang, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Sungkiang_in_Republic_of_China.svg
Suomen maisema-alueet.svg,Finland,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Suomen_maisema-alueet.svg
SVG locator map of England in the United Kingdom (location map scheme).svg,the United Kingdom,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:SVG_locator_map_of_England_in_the_United_Kingdom_(location_map_scheme).svg
Swansea in Wales.svg,"Swansea, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Swansea_in_Wales.svg
Syddanmark in Denmark.svg,"Syddanmark, Denmark",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Syddanmark_in_Denmark.svg
Szabolcs vármegye in Hungary.svg,"Szabolcs vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Szabolcs_v%C3%A1rmegye_in_Hungary.svg
Szatmár vármegye in Hungary.svg,"Szatmár vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Szatm%C3%A1r_v%C3%A1rmegye_in_Hungary.svg
Szeben vármegye in Hungary.svg,"Szeben vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Szeben_v%C3%A1rmegye_in_Hungary.svg
Szechuan in Republic of China.svg,"Szechuan, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Szechuan_in_Republic_of_China.svg
Szepes vármegye in Hungary.svg,"Szepes vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Szepes_v%C3%A1rmegye_in_Hungary.svg
Szerém vármegye in Hungary.svg,"Szerém vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Szer%C3%A9m_v%C3%A1rmegye_in_Hungary.svg
Szilágy vármegye in Hungary.svg,"Szilágy vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Szil%C3%A1gy_v%C3%A1rmegye_in_Hungary.svg
Szolnok-Doboka vármegye in Hungary.svg,"Szolnok-Doboka vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Szolnok-Doboka_v%C3%A1rmegye_in_Hungary.svg
Sáros vármegye in Hungary.svg,"Sáros vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:S%C3%A1ros_v%C3%A1rmegye_in_Hungary.svg
Tachira in Venezuela (+claimed).svg,"Tachira, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tachira_in_Venezuela_(%2Bclaimed).svg
Tachira in Venezuela.svg,"Tachira, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tachira_in_Venezuela.svg
Taiwan in Republic of China.svg,"Taiwan, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Taiwan_in_Republic_of_China.svg
Taranaki in New Zealand.svg,"Taranaki, New Zealand",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Taranaki_in_New_Zealand.svg
Taranto in Italy.svg,"Taranto, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Taranto_in_Italy.svg
Tasman in New Zealand.svg,"Tasman, New Zealand",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tasman_in_New_Zealand.svg
Tay Ninh in Viet Nam.svg,"Tay Ninh, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tay_Ninh_in_Viet_Nam.svg
Tay Ninh in Vietnam before 1 July 2025.svg,"Tay Ninh, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Tay_Ninh_in_Vietnam_before_1_July_2025.svg
